,idno,agea,rlgdgr,polintr,sclmeet,happy,cntry,nwspol,pplfair,health,atchctr,aesfdrk,dscrgrp,pray,hhmmb,gndr,impdiffa,impfuna,impsafea,iphlppla,ipsucesa,enjlf,fltdpr,fltlnl,slprl,dosprt,cgtsmok,alcfreq,height,weighta,fnsdfml,cnfpplh,paccnt,emplrel,hincfel,uempla,actrolga,cptppola,trstprl,trstlgl,trstplc,trstplt,vote,stfeco,stfdem,stfedu
103,51780,49.0,5.0,2.0,4.0,9.0,AT,90.0,8.0,2.0,9.0,2.0,0.0,5.0,3.0,0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,6.0,4.0,167.0,62.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,1.0,7.0,0.0,10.0
104,51802,70.0,0.0,2.0,4.0,9.0,AT,120.0,9.0,1.0,10.0,2.0,0.0,7.0,1.0,1,4.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,182.0,75.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,8.0,6.0,4.0
105,51857,71.0,5.0,3.0,6.0,8.0,AT,15.0,8.0,3.0,10.0,2.0,0.0,4.0,1.0,0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,6.0,3.0,168.0,93.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,7.0,9.0,8.0,6.0,1.0,7.0,6.0,8.0
106,51878,58.0,2.0,1.0,2.0,6.0,AT,60.0,8.0,4.0,7.0,1.0,0.0,6.0,1.0,1,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,1.0,2.0,182.0,73.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,7.0,9.0,9.0,5.0,2.0,7.0,8.0,7.0
108,51901,74.0,10.0,2.0,6.0,8.0,AT,15.0,9.0,2.0,10.0,1.0,0.0,2.0,1.0,0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,165.0,57.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,6.0,8.0,8.0,5.0,1.0,6.0,8.0,8.0
112,51961,63.0,6.0,2.0,2.0,10.0,AT,15.0,6.0,1.0,9.0,2.0,0.0,5.0,4.0,1,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,6.0,3.0,178.0,78.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,7.0,7.0,7.0
113,51965,61.0,4.0,4.0,6.0,10.0,AT,0.0,7.0,1.0,10.0,1.0,0.0,1.0,1.0,0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,7.0,6.0,2.0,169.0,73.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,6.0,3.0,1.0,10.0,5.0,7.0
114,51977,47.0,10.0,3.0,5.0,9.0,AT,15.0,9.0,2.0,6.0,2.0,0.0,1.0,2.0,0,6.0,5.0,1.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,165.0,68.0,3.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,7.0,9.0,10.0,6.0,2.0,9.0,7.0,8.0
116,52009,67.0,3.0,2.0,6.0,9.0,AT,90.0,9.0,2.0,9.0,2.0,0.0,6.0,1.0,0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,7.0,4.0,4.0,168.0,56.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,6.0,6.0,5.0,1.0,4.0,4.0,8.0
117,52020,68.0,2.0,2.0,6.0,8.0,AT,120.0,9.0,4.0,9.0,2.0,0.0,6.0,2.0,1,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,178.0,101.0,4.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,6.0,6.0,2.0,1.0,4.0,8.0,3.0
118,52035,50.0,6.0,3.0,5.0,8.0,AT,20.0,6.0,2.0,7.0,1.0,0.0,3.0,3.0,0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,7.0,169.0,55.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,6.0,6.0,3.0,1.0,6.0,7.0,6.0
119,52046,62.0,3.0,1.0,4.0,9.0,AT,120.0,8.0,1.0,10.0,2.0,0.0,7.0,1.0,1,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,4.0,1.0,178.0,98.0,4.0,3.0,1.0,1.0,2.0,0.0,5.0,4.0,2.0,7.0,7.0,0.0,1.0,5.0,4.0,6.0
120,52062,64.0,4.0,3.0,4.0,9.0,AT,5.0,6.0,1.0,9.0,1.0,0.0,4.0,1.0,0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,6.0,4.0,156.0,55.0,3.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,10.0,10.0,10.0,1.0,6.0,8.0,7.0
121,52065,39.0,6.0,2.0,6.0,9.0,AT,60.0,7.0,2.0,8.0,2.0,0.0,2.0,3.0,1,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,196.0,109.0,5.0,5.0,1.0,1.0,1.0,0.0,4.0,2.0,9.0,6.0,5.0,9.0,1.0,5.0,4.0,3.0
122,52089,43.0,0.0,3.0,6.0,9.0,AT,20.0,4.0,1.0,9.0,2.0,0.0,7.0,1.0,0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,6.0,7.0,166.0,70.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,9.0,9.0,9.0
123,52094,47.0,3.0,4.0,4.0,8.0,AT,10.0,8.0,2.0,10.0,1.0,0.0,5.0,4.0,1,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,5.0,176.0,83.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,6.0,9.0,1.0,1.0,5.0,2.0,9.0
125,52135,77.0,6.0,2.0,4.0,10.0,AT,60.0,4.0,1.0,10.0,2.0,0.0,1.0,1.0,0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0,156.0,53.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,6.0,8.0,8.0,1.0,10.0,6.0,7.0
127,52170,35.0,0.0,3.0,3.0,4.0,AT,30.0,6.0,4.0,3.0,2.0,1.0,7.0,2.0,0,6.0,6.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,0.0,6.0,7.0,160.0,56.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,7.0,0.0,1.0,1.0,5.0,7.0
129,52249,53.0,2.0,4.0,4.0,8.0,AT,8.0,7.0,2.0,8.0,1.0,0.0,7.0,3.0,1,5.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,7.0,6.0,2.0,178.0,92.0,5.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,8.0,10.0,1.0,1.0,7.0,4.0,2.0
130,52271,54.0,7.0,2.0,6.0,8.0,AT,105.0,4.0,2.0,9.0,1.0,0.0,3.0,2.0,1,2.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,185.0,91.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,5.0,5.0,1.0,7.0,8.0,7.0
131,52278,50.0,4.0,2.0,4.0,8.0,AT,30.0,8.0,2.0,8.0,2.0,0.0,2.0,3.0,1,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,181.0,89.0,3.0,4.0,1.0,1.0,3.0,0.0,3.0,3.0,4.0,7.0,8.0,3.0,1.0,7.0,9.0,8.0
132,52280,42.0,5.0,3.0,6.0,7.0,AT,5.0,8.0,1.0,7.0,2.0,0.0,5.0,2.0,0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,167.0,65.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,8.0,8.0,7.0,2.0,6.0,7.0,7.0
136,52289,23.0,10.0,2.0,6.0,9.0,AT,60.0,7.0,1.0,6.0,2.0,0.0,1.0,2.0,1,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,6.0,7.0,187.0,90.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,6.0
138,52293,55.0,0.0,2.0,6.0,8.0,AT,30.0,9.0,3.0,9.0,2.0,0.0,7.0,1.0,1,2.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,6.0,180.0,95.0,3.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,6.0,8.0,9.0,4.0,1.0,3.0,7.0,5.0
139,52305,64.0,1.0,2.0,6.0,9.0,AT,90.0,3.0,2.0,10.0,2.0,0.0,5.0,1.0,0,5.0,5.0,1.0,2.0,6.0,4.0,1.0,2.0,1.0,3.0,6.0,5.0,164.0,65.0,2.0,4.0,1.0,1.0,2.0,0.0,3.0,4.0,9.0,10.0,10.0,9.0,1.0,7.0,8.0,9.0
140,52438,76.0,8.0,2.0,6.0,9.0,AT,60.0,8.0,2.0,7.0,1.0,0.0,2.0,1.0,0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,7.0,6.0,4.0,162.0,69.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,8.0,9.0,8.0,8.0,1.0,7.0,8.0,7.0
141,52449,57.0,5.0,3.0,6.0,9.0,AT,10.0,8.0,1.0,10.0,2.0,0.0,6.0,1.0,1,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,6.0,7.0,173.0,89.0,5.0,5.0,1.0,2.0,1.0,0.0,2.0,2.0,7.0,8.0,8.0,5.0,1.0,7.0,8.0,8.0
143,52471,47.0,0.0,3.0,4.0,9.0,AT,45.0,7.0,1.0,10.0,2.0,0.0,7.0,2.0,0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,7.0,175.0,82.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,7.0,7.0,7.0,7.0,2.0,8.0,8.0,10.0
144,52472,57.0,0.0,3.0,4.0,10.0,AT,40.0,10.0,1.0,10.0,2.0,0.0,7.0,2.0,0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,7.0,6.0,4.0,171.0,82.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,5.0,5.0,4.0,5.0,2.0,1.0,3.0,5.0,4.0
146,52480,90.0,6.0,2.0,3.0,7.0,AT,60.0,7.0,3.0,8.0,1.0,0.0,6.0,1.0,1,5.0,5.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,7.0,4.0,7.0,187.0,75.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,6.0,7.0,8.0,6.0,1.0,8.0,8.0,7.0
148,52510,73.0,7.0,1.0,4.0,8.0,AT,60.0,6.0,2.0,10.0,2.0,0.0,3.0,1.0,0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,6.0,5.0,165.0,70.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,8.0,9.0,4.0,1.0,5.0,6.0,3.0
151,52545,54.0,0.0,2.0,5.0,5.0,AT,60.0,4.0,3.0,7.0,1.0,0.0,3.0,7.0,0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,7.0,168.0,74.0,3.0,4.0,1.0,1.0,2.0,0.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0
153,52600,42.0,8.0,3.0,4.0,7.0,AT,5.0,5.0,3.0,10.0,2.0,0.0,4.0,3.0,0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,5.0,168.0,90.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,8.0,6.0,1.0,7.0,7.0,3.0
155,52629,59.0,4.0,2.0,4.0,9.0,AT,30.0,8.0,2.0,10.0,1.0,0.0,4.0,2.0,0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,161.0,85.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,8.0,9.0,9.0,7.0,1.0,5.0,7.0,9.0
157,52644,50.0,7.0,2.0,4.0,8.0,AT,60.0,7.0,2.0,10.0,1.0,0.0,4.0,2.0,0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,5.0,159.0,54.0,4.0,5.0,1.0,1.0,1.0,0.0,4.0,5.0,7.0,9.0,9.0,7.0,1.0,6.0,7.0,6.0
158,52681,45.0,2.0,1.0,6.0,6.0,AT,240.0,1.0,1.0,10.0,2.0,1.0,3.0,2.0,1,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,178.0,66.0,5.0,4.0,1.0,2.0,2.0,0.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0
159,52716,62.0,0.0,1.0,4.0,7.0,AT,60.0,7.0,2.0,9.0,2.0,0.0,7.0,2.0,1,3.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,0.0,5.0,2.0,180.0,96.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,10.0,10.0,5.0,2.0,3.0,9.0,10.0
160,52731,71.0,4.0,3.0,6.0,5.0,AT,30.0,5.0,2.0,10.0,2.0,0.0,1.0,1.0,0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,5.0,6.0,168.0,66.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,7.0,8.0,5.0,1.0,4.0,6.0,5.0
161,52744,58.0,0.0,2.0,5.0,9.0,AT,0.0,8.0,2.0,3.0,2.0,0.0,7.0,4.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,186.0,90.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,9.0,10.0,10.0,9.0,1.0,9.0,9.0,7.0
164,52759,65.0,5.0,2.0,2.0,8.0,AT,60.0,5.0,2.0,9.0,2.0,0.0,5.0,2.0,0,4.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,171.0,76.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,6.0,10.0,10.0,7.0,1.0,5.0,5.0,5.0
166,52781,29.0,3.0,4.0,4.0,10.0,AT,19.0,6.0,1.0,9.0,1.0,0.0,7.0,2.0,0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,7.0,2.0,7.0,154.0,70.0,5.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,6.0,6.0,9.0
167,52791,67.0,5.0,3.0,6.0,8.0,AT,30.0,7.0,3.0,9.0,2.0,0.0,1.0,2.0,0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,6.0,5.0,167.0,54.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,8.0,9.0,5.0,1.0,6.0,8.0,8.0
168,52796,69.0,4.0,2.0,5.0,6.0,AT,90.0,8.0,2.0,10.0,2.0,0.0,6.0,1.0,1,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,187.0,94.0,5.0,5.0,1.0,1.0,2.0,0.0,4.0,3.0,5.0,10.0,10.0,3.0,2.0,6.0,4.0,8.0
169,52815,25.0,1.0,3.0,5.0,8.0,AT,10.0,7.0,3.0,1.0,2.0,0.0,7.0,1.0,1,5.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,6.0,2.0,190.0,95.0,5.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,6.0,4.0,1.0,7.0,8.0,4.0
170,52833,44.0,3.0,2.0,4.0,8.0,AT,50.0,7.0,2.0,8.0,2.0,0.0,3.0,4.0,1,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,186.0,91.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,8.0,9.0,4.0,1.0,6.0,8.0,8.0
171,52858,70.0,8.0,1.0,4.0,10.0,AT,30.0,8.0,2.0,8.0,1.0,0.0,1.0,1.0,0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,7.0,6.0,6.0,172.0,68.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,4.0,4.0,8.0,10.0,4.0,1.0,0.0,3.0,4.0
172,52880,61.0,8.0,3.0,2.0,7.0,AT,30.0,7.0,4.0,10.0,3.0,0.0,2.0,1.0,0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,7.0,1.0,6.0,165.0,70.0,4.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,6.0,8.0,9.0,1.0,3.0,8.0,7.0,8.0
173,52888,64.0,10.0,2.0,5.0,5.0,AT,60.0,6.0,3.0,9.0,2.0,0.0,1.0,1.0,0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,6.0,2.0,168.0,90.0,4.0,3.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,4.0,5.0,5.0
174,52891,56.0,8.0,2.0,4.0,9.0,AT,60.0,9.0,1.0,8.0,1.0,0.0,7.0,3.0,1,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,187.0,86.0,5.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,7.0,10.0,4.0,1.0,5.0,5.0,5.0
175,52904,71.0,5.0,2.0,4.0,9.0,AT,30.0,4.0,3.0,5.0,2.0,0.0,6.0,1.0,1,5.0,5.0,2.0,3.0,5.0,3.0,1.0,1.0,3.0,0.0,4.0,7.0,176.0,116.0,5.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,0.0,2.0,5.0,1.0,8.0,5.0,5.0
176,52907,74.0,5.0,1.0,7.0,8.0,AT,180.0,5.0,2.0,8.0,2.0,0.0,7.0,2.0,1,5.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,7.0,4.0,6.0,186.0,107.0,4.0,5.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,3.0,5.0,4.0
180,53002,69.0,0.0,1.0,6.0,9.0,AT,60.0,9.0,1.0,9.0,1.0,0.0,7.0,1.0,1,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,183.0,79.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,6.0,6.0,1.0,4.0,6.0,6.0
182,53011,80.0,9.0,2.0,5.0,10.0,AT,45.0,10.0,3.0,10.0,1.0,0.0,4.0,1.0,0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,172.0,63.0,5.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,5.0,2.0,8.0,4.0,1.0,8.0,5.0,7.0
185,53029,57.0,5.0,2.0,4.0,7.0,AT,75.0,7.0,1.0,10.0,1.0,0.0,6.0,2.0,1,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,7.0,186.0,81.0,5.0,5.0,1.0,1.0,2.0,0.0,5.0,5.0,6.0,8.0,8.0,5.0,1.0,4.0,5.0,5.0
186,53067,30.0,6.0,3.0,7.0,8.0,AT,5.0,7.0,1.0,7.0,2.0,0.0,5.0,1.0,0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,2.0,170.0,68.0,4.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,10.0,10.0,5.0,2.0,8.0,7.0,8.0
187,53091,70.0,9.0,1.0,4.0,8.0,AT,60.0,9.0,3.0,8.0,2.0,0.0,3.0,1.0,0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,165.0,98.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,4.0,6.0,6.0,7.0,7.0,1.0,5.0,6.0,5.0
188,53100,77.0,7.0,2.0,6.0,9.0,AT,75.0,5.0,3.0,10.0,1.0,0.0,4.0,2.0,0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,170.0,75.0,4.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,4.0,7.0,5.0,2.0,7.0,5.0,6.0
189,53131,66.0,2.0,3.0,4.0,7.0,AT,90.0,10.0,1.0,10.0,2.0,0.0,5.0,1.0,0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,7.0,4.0,4.0,174.0,80.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,5.0,3.0,4.0,9.0,2.0,1.0,5.0,4.0,3.0
190,53145,54.0,0.0,1.0,4.0,8.0,AT,45.0,4.0,2.0,0.0,1.0,0.0,7.0,3.0,1,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,6.0,185.0,92.0,5.0,2.0,1.0,2.0,2.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,5.0,3.0,6.0
194,53193,52.0,5.0,2.0,4.0,7.0,AT,30.0,7.0,2.0,8.0,2.0,0.0,1.0,3.0,1,4.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,184.0,93.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,7.0,8.0,2.0,1.0,6.0,9.0,7.0
195,53212,76.0,6.0,2.0,5.0,10.0,AT,60.0,8.0,2.0,7.0,3.0,0.0,1.0,2.0,1,6.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,168.0,56.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,6.0,7.0,7.0,5.0,1.0,5.0,7.0,4.0
196,53236,77.0,9.0,1.0,3.0,8.0,AT,180.0,7.0,2.0,10.0,3.0,0.0,2.0,1.0,0,6.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,7.0,163.0,72.0,2.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,6.0,8.0,6.0,1.0,7.0,7.0,5.0
197,53245,40.0,2.0,4.0,5.0,7.0,AT,0.0,8.0,2.0,8.0,2.0,0.0,6.0,1.0,0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,165.0,65.0,4.0,5.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,9.0,9.0,4.0,2.0,6.0,6.0,8.0
198,53278,50.0,9.0,2.0,5.0,10.0,AT,20.0,7.0,1.0,10.0,1.0,0.0,2.0,2.0,0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,6.0,4.0,162.0,62.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,5.0,8.0,2.0,1.0,8.0,7.0,8.0
199,53286,60.0,3.0,2.0,4.0,5.0,AT,30.0,7.0,2.0,10.0,3.0,0.0,4.0,1.0,0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,163.0,70.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,10.0,10.0,1.0,2.0,6.0,8.0,6.0
200,53298,73.0,7.0,2.0,6.0,7.0,AT,75.0,5.0,2.0,7.0,2.0,0.0,4.0,2.0,0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,179.0,76.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,6.0,6.0,1.0,6.0,8.0,6.0
201,53301,65.0,0.0,2.0,4.0,6.0,AT,60.0,6.0,3.0,8.0,2.0,0.0,7.0,2.0,1,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,179.0,92.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0
202,53315,58.0,8.0,3.0,4.0,9.0,AT,15.0,8.0,2.0,7.0,2.0,1.0,5.0,3.0,1,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,189.0,92.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,2.0,5.0,3.0,10.0
204,53359,48.0,4.0,2.0,6.0,1.0,AT,105.0,5.0,1.0,9.0,2.0,0.0,7.0,1.0,1,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,174.0,75.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
205,53368,84.0,2.0,3.0,3.0,10.0,AT,30.0,7.0,3.0,10.0,2.0,0.0,6.0,1.0,0,5.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,3.0,6.0,6.0,4.0,172.0,79.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,5.0,7.0,0.0,1.0,1.0,5.0,2.0
206,53377,41.0,6.0,2.0,4.0,8.0,AT,30.0,8.0,3.0,8.0,3.0,0.0,1.0,2.0,0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,165.0,64.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,7.0,8.0,4.0,1.0,6.0,8.0,8.0
209,53390,61.0,7.0,2.0,6.0,9.0,AT,45.0,10.0,2.0,10.0,2.0,0.0,2.0,2.0,1,4.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,185.0,89.0,5.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,8.0,7.0,8.0,2.0,1.0,9.0,10.0,10.0
210,53398,51.0,4.0,2.0,6.0,7.0,AT,60.0,7.0,2.0,10.0,2.0,0.0,6.0,1.0,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,178.0,89.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,5.0,6.0,8.0,8.0,5.0,1.0,7.0,7.0,6.0
211,53415,36.0,0.0,3.0,4.0,9.0,AT,15.0,9.0,1.0,10.0,1.0,0.0,7.0,4.0,1,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,2.0,4.0,185.0,83.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,10.0,10.0,7.0,2.0,9.0,8.0,8.0
212,53421,40.0,6.0,3.0,6.0,3.0,AT,5.0,5.0,1.0,10.0,1.0,0.0,2.0,2.0,0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,160.0,66.0,3.0,4.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,5.0,10.0,1.0,1.0,3.0,4.0,8.0
